num_tips	time	memory
81	0.012168407440185547	4348
243	0.016763925552368164	4512
729	0.026623249053955078	5072
2187	0.09906291961669922	6380
6561	0.6433126926422119	11556
19683	5.8514580726623535	26792
59049	144.39265704154968	77908
177147	3268.044719696045	220280
531441	33181.36332845688	509576
